X,Y,OBJECTID,DIRECCION_INCIDENTE,LOCALIDAD,TIPO_DE_INCIDENTE,AFECTACIÓN_PERSONAS,FECHA_INCIDENTE__DD_MM_AAAA_,LATITUD,LONGITUD
-74.1472216,4.64886740000003,48390,Calle 10 con Av Ciudad de Cali,Kennedy,,,2026/04/29 00:00:00+00,4.6488674,-74.1472216
-74.1484579,4.64747200000005,48391,"Carrera 72A con Calle 8C, sentido n→s",Kennedy,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.647472,-74.1484579
-74.1788003,4.64690570000005,48392,"Carrera 99A con Calle 42F sur, sentido or→occ",Kennedy,Autolesionado,Con lesionados,2026/04/29 00:00:00+00,4.6469057,-74.1788003
-74.167024,4.64657510000006,48393,Calle 26 sur con Carrera 93,Kennedy,Autolesionado,Con lesionados,2026/04/29 00:00:00+00,4.6465751,-74.167024
-74.1785288,4.64639120000004,48394,Calle 42F sur con Carrera 98C,Kennedy,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6463912,-74.1785288
-74.1719222,4.64637670000008,48395,Carrera 95A con Calle 38 sur,Kennedy,Autolesionado,Con lesionados,2026/04/29 00:00:00+00,4.6463767,-74.1719222
-74.1091443999999,4.64624650000007,48396,"Av Américas con Av Carrera 68, sentido occ→or",Kennedy,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6462465,-74.1091444
-74.1091443999999,4.64624650000007,48397,"Av Américas con Av Carrera 68, sentido or→occ",Kennedy,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6462465,-74.1091444
-74.1454121,4.64617080000005,48398,Carrera 81B con Calle 9,Kennedy,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6461708,-74.1454121
-74.1300668,4.64613250000002,48399,"Av Boyacá con Calle 12B, sentido n→s",Kennedy,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6461325,-74.1300668
-74.1607314,4.64538600000003,48400,"Av Guayacanes con Calle 6, sentido s→n",Kennedy,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.645386,-74.1607314
-74.1615088,4.64438410000002,48401,Av Guayacanes con Av Ciudad de Cali,Kennedy,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6443841,-74.1615088
-74.1615088,4.64438410000002,48402,Av Guayacanes con Av Boyacá,Kennedy,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6443841,-74.1615088
-74.111541,4.64384410000002,48403,Calle 20 con Av Carrera 68,Fontibón,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6438441,-74.111541
-74.1729177,4.64372400000002,48404,Carrera 93D con Calle 40A sur,Bosa,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.643724,-74.1729177
-74.0726835999999,4.64361970000004,48405,Carrera 22 con Calle 53D,Teusaquillo,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6436197,-74.0726836
-74.0586066,4.64264900000006,48406,"Av Circunvalar con Calle 59, sentido n→s",Chapinero,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.642649,-74.0586066
-74.0633958,4.64020980000004,48407,Calle 54 con Carrera 9,Chapinero,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6402098,-74.0633958
-74.0628747,4.63944130000004,48408,Av Carrera 7 con Calle 53,Chapinero,Falla semafórica,Sin lesionados,2026/04/29 00:00:00+00,4.6394413,-74.0628747
-74.1359404,4.63937730000004,48409,"Av Boyacá con Calle 9, sentido n→s",Kennedy,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6393773,-74.1359404
-74.0792823,4.63918680000006,48410,"Av José Celestino Mutis con NQS, sentido occ→or",Teusaquillo,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6391868,-74.0792823
-74.0652542,4.63914040000003,48411,"Av Carrera 13 con Calle 52, sentido n→s",Chapinero,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6391404,-74.0652542
-74.0790916,4.63828180000007,48412,"NQS con Calle 48, sentido s→n",Teusaquillo,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6382818,-74.0790916
-74.0654176,4.63818750000007,48413,Calle 51 con Carrera 13,Chapinero,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6381875,-74.0654176
-74.1417248,4.63812540000004,48414,"Carrera 78 con Calle 8, sentido s→n",Kennedy,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6381254,-74.1417248
-74.1547676,4.63799670000003,48415,"Av Américas con Carrera 82A, sentido or→occ",Kennedy,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6379967,-74.1547676
-74.1547676,4.63799670000003,48416,Carrera 82A con Calle 3,Kennedy,Atropello,Con lesionados,2026/04/29 00:00:00+00,4.6379967,-74.1547676
-74.1517577,4.63741980000003,48417,"Calle 5C con Carrera 80G, sentido or→occ",Kennedy,Autolesionado,Con lesionados,2026/04/29 00:00:00+00,4.6374198,-74.1517577
-74.1517577,4.63741980000003,48418,Calle 5C con Carrera 80G,Kennedy,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6374198,-74.1517577
-74.1370307999999,4.63674470000007,48419,Av Boyacá con Calle 8,Kennedy,Autolesionado,Con lesionados,2026/04/29 00:00:00+00,4.6367447,-74.1370308
-74.0636585,4.63667150000003,48420,"Av Carrera 7 con Calle 50, sentido s→n",Chapinero,Atropello,Con lesionados,2026/04/29 00:00:00+00,4.6366715,-74.0636585
-74.1402002,4.63638360000004,48421,Carrera 73B con Calle 7C bis,Kennedy,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6363836,-74.1402002
-74.1928574,4.63637320000004,48422,"Carrera 96A con Calle 56H sur, sentido n→s",Bosa,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6363732,-74.1928574
-74.1193185,4.63609940000003,48423,Av Carrera 68 con Calle 12A,Kennedy,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6360994,-74.1193185
-74.1537595,4.63541740000005,48424,"Av Américas con Carrera 80G, sentido or→occ",Kennedy,Varado,Sin lesionados,2026/04/29 00:00:00+00,4.6354174,-74.1537595
-74.1583017,4.63515800000005,48425,Transversal 81D con Calle 34A sur,Kennedy,Autolesionado,Con lesionados,2026/04/29 00:00:00+00,4.635158,-74.1583017
-74.1501517,4.63472910000007,48426,Carrera 79C con Calle 6A,Kennedy,Autolesionado,Con lesionados,2026/04/29 00:00:00+00,4.6347291,-74.1501517
-74.0903876,4.63433500000002,48427,"Av El Dorado (Calle 26) con Carrera 50, sentido occ→or",Teusaquillo,Varado,Sin lesionados,2026/04/29 00:00:00+00,4.634335,-74.0903876
-74.0903876,4.63433500000002,48428,"Av Boyacá con Av El Dorado (Calle 26), sentido s→n",Engativá,Varado,Sin lesionados,2026/04/29 00:00:00+00,4.634335,-74.0903876
-74.0903876,4.63433500000002,48429,Av El Dorado (Calle 26) con Av Boyacá,Fontibón,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.634335,-74.0903876
-74.0903876,4.63433500000002,48430,"Av Boyacá con Av El Dorado (Calle 26), sentido n→s",Fontibón,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.634335,-74.0903876
-74.0903876,4.63433500000002,48431,"Av Boyacá con Av El Dorado (Calle 26), sentido s→n",Engativá,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.634335,-74.0903876
-74.0774192,4.63433460000005,48432,"Calle 45 con Carrera 27, sentido or→occ",Teusaquillo,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6343346,-74.0774192
-74.1904951,4.63405670000003,48433,"Calle 56F sur con Carrera 93C, sentido occ→or",Bosa,Atropello,Con lesionados,2026/04/29 00:00:00+00,4.6340567,-74.1904951
-74.0639801,4.63265170000005,48434,"Av Carrera 7 con Calle 46, sentido n→s",Chapinero,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6326517,-74.0639801
-74.2004130999999,4.63221390000007,48435,"Carrera 95A con Calle 69A sur, sentido s→n",Bosa,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6322139,-74.2004131
-74.0606554999999,4.63213660000002,48436,Av Circunvalar con Calle 26A,Santa Fe,Manifestación,Sin lesionados,2026/04/29 00:00:00+00,4.6321366,-74.0606555
-74.0606554999999,4.63213660000002,48437,"Av Circunvalar con Calle 13B, sentido s→n",La Candelaria,Autolesionado,Con lesionados,2026/04/29 00:00:00+00,4.6321366,-74.0606555
-74.0606554999999,4.63213660000002,48438,Av Circunvalar con Calle 55,Chapinero,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6321366,-74.0606555
-74.0929950999999,4.63203110000006,48439,Calle 24A con Carrera 43,Teusaquillo,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6320311,-74.0929951
-74.154755,4.63148750000005,48440,Av Agoberto Mejía con Calle 26 sur,Kennedy,Atropello,Con lesionados,2026/04/29 00:00:00+00,4.6314875,-74.154755
-74.2015651,4.63083350000005,48441,Carrera 95 con Calle 71 sur,Bosa,Atropello,Con lesionados,2026/04/29 00:00:00+00,4.6308335,-74.2015651
-74.1378,4.63044000000002,48442,"Av Boyacá con Av Américas, sentido s→n",Kennedy,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.63044,-74.1378
-74.1665618,4.63042030000003,48443,Carrera 84 con Calle 41A sur,Kennedy,Autolesionado,Con lesionados,2026/04/29 00:00:00+00,4.6304203,-74.1665618
-74.0667503,4.63032860000004,48444,Calle 13 con Carrera 42A,Puente Aranda,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6303286,-74.0667503
-74.0680189999999,4.62998660000005,48445,NQS con Calle 42,Teusaquillo,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6299866,-74.068019
-74.1831657,4.62964570000003,48446,"Calle 88 sur con Carrera 88C, sentido or→occ",Bosa,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6296457,-74.1831657
-74.1095101,4.62945710000002,48447,"Av Centenario (Calle 13) con Av Boyacá, sentido occ→or",Fontibón,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6294571,-74.1095101
-74.1095101,4.62945710000002,48448,Av Centenario (Calle 13) con Carrera 50,Puente Aranda,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6294571,-74.1095101
-74.1095101,4.62945710000002,48449,"Av Centenario (Calle 13) con Carrera 50, sentido or→occ",Puente Aranda,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6294571,-74.1095101
-74.1095101,4.62945710000002,48450,Av Boyacá con Av Centenario (Calle 13),Fontibón,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6294571,-74.1095101
-74.1701487999999,4.62886490000005,48451,Av Ciudad de Cali con Calle 42G sur,Kennedy,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6288649,-74.1701488
-74.1181372999999,4.62879130000005,48452,Av Américas con Carrera 80A,Kennedy,Falla semafórica,Sin lesionados,2026/04/29 00:00:00+00,4.6287913,-74.1181373
-74.1181372999999,4.62879130000005,48453,Av Américas con Carrera 53,Puente Aranda,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6287913,-74.1181373
-74.1181372999999,4.62879130000005,48454,"Av Américas con Carrera 79F, sentido or→occ",Kennedy,Autolesionado,Con lesionados,2026/04/29 00:00:00+00,4.6287913,-74.1181373
-74.1181372999999,4.62879130000005,48455,"Av Américas con Carrera 80, sentido occ→or",Kennedy,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6287913,-74.1181373
-74.0820533999999,4.62867400000005,48456,"Av El Dorado (Calle 26) con Carrera 32, sentido occ→or",Teusaquillo,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.628674,-74.0820534
-74.0651541999999,4.62866800000006,48457,"Av Carrera 7 con Calle 41, sentido s→n",Chapinero,Varado,Sin lesionados,2026/04/29 00:00:00+00,4.628668,-74.0651542
-74.17083,4.62848660000003,48458,"Av Ciudad de Cali con Av Ciudad de Villavicencio, sentido s→n",Kennedy,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6284866,-74.17083
-74.1264249,4.62822380000006,48459,Carrera 79C con Calle 5C,Kennedy,Autolesionado,Con lesionados,2026/04/29 00:00:00+00,4.6282238,-74.1264249
-74.1335418,4.62788860000006,48460,"NQS con Calle 5A, sentido s→n",Los Mártires,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6278886,-74.1335418
-74.1116656999999,4.62757950000002,48461,"Av Américas con Carrera 54, sentido occ→or",Puente Aranda,Varado,Sin lesionados,2026/04/29 00:00:00+00,4.6275795,-74.1116657
-74.1738485,4.62717590000005,48462,"Av Ciudad de Cali con Calle 46 sur, sentido s→n",Kennedy,"Sustancia química en vía (aceite, ACPM, otros)",Sin lesionados,2026/04/29 00:00:00+00,4.6271759,-74.1738485
-74.070612,4.62704680000007,48463,"Carrera 16 con Calle 39, sentido s→n",Teusaquillo,Autolesionado,Con lesionados,2026/04/29 00:00:00+00,4.6270468,-74.070612
-74.1008783,4.62697880000007,48464,Carrera 44 con Av Américas,Puente Aranda,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6269788,-74.1008783
-74.133651,4.62680260000008,48465,Calle 4 con Carrera 71A,Kennedy,Choque con objeto fijo,Sin lesionados,2026/04/29 00:00:00+00,4.6268026,-74.133651
-74.1281150999999,4.62679590000005,48466,Calle 5 con Carrera 68F,Kennedy,Autolesionado,Con lesionados,2026/04/29 00:00:00+00,4.6267959,-74.1281151
-74.0976979,4.62666830000006,48467,"Av Américas con Carrera 42, sentido or→occ",Puente Aranda,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6266683,-74.0976979
-74.1073044,4.62641990000003,48468,"Av Américas con Carrera 50, sentido occ→or",Puente Aranda,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6264199,-74.1073044
-74.1282477,4.62528780000002,48469,Carrera 68F con Calle 3A,Kennedy,Autolesionado,Con lesionados,2026/04/29 00:00:00+00,4.6252878,-74.1282477
-74.1534012,4.62406450000003,48470,Carrera 78K con Calle 37A sur,Kennedy,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6240645,-74.1534012
-74.0664758999999,4.62339040000006,48471,"Av Carrera 7 con Calle 36, sentido n→s",Santa Fe,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6233904,-74.0664759
-74.0664758999999,4.62339040000006,48472,"Av Carrera 7 con Calle 36, sentido n→s",Santa Fe,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6233904,-74.0664759
-74.1672333,4.62321230000003,48473,Av Ciudad de Villavicencio con Carrera 80I,Kennedy,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6232123,-74.1672333
-74.1433719999999,4.62320260000007,48474,Carrera 73B bis con Calle 2A sur,Kennedy,Autolesionado,Con lesionados,2026/04/29 00:00:00+00,4.6232026,-74.143372
-74.2084942,4.62314860000004,48475,Calle 83 sur con Carrera 91,Bosa,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6231486,-74.2084942
-74.1776862999999,4.62311450000004,48476,"Calle 52A con Carrera 85, sentido or→occ",Engativá,Autolesionado,Con lesionados,2026/04/29 00:00:00+00,4.6231145,-74.1776863
-74.1386919999999,4.62300800000003,48477,Calle 1 con Av Boyacá,Kennedy,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.623008,-74.138692
-74.1014824,4.62294980000007,48478,NQS con Calle 13,Los Mártires,Autolesionado,Con lesionados,2026/04/29 00:00:00+00,4.6229498,-74.1014824
-74.1629106999999,4.62261220000005,48479,Av Agoberto Mejía con Calle 42 sur,Kennedy,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6226122,-74.1629107
-74.1103098999999,4.62221580000005,48480,Av José Celestino Mutis con Carrera 50,Barrios Unidos,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6222158,-74.1103099
-74.1814206999999,4.62211090000005,48481,Av Ciudad de Cali con Av Bosa,Bosa,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6221109,-74.1814207
-74.1293982999999,4.62193210000004,48482,"Carrera 69A con Calle 1, sentido s→n",Kennedy,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6219321,-74.1293983
-74.1623991,4.62178760000006,48483,"Carrera 79F con Calle 42 sur, sentido s→n",Kennedy,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6217876,-74.1623991
-74.1172969,4.62099530000006,48484,Calle 4B con Carrera 54,Puente Aranda,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6209953,-74.1172969
-74.1959049,4.62083470000005,48485,"Carrera 87C con Calle 70 sur, sentido n→s",Bosa,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6208347,-74.1959049
-74.0943635,4.61986930000006,48486,Calle 17 con Carrera 35,Puente Aranda,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6198693,-74.0943635
-74.1718926999999,4.61972120000007,48487,Diagonal 38 sur con Carrera 80H,Kennedy,Atropello,Con lesionados,2026/04/29 00:00:00+00,4.6197212,-74.1718927
-74.1038195,4.61948640000003,48488,"Transversal 42 con Calle 10A, sentido s→n",Puente Aranda,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6194864,-74.1038195
-74.1684127999999,4.61938570000007,48489,Av Agoberto Mejía con Calle 57D sur,Kennedy,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6193857,-74.1684128
-74.1082229,4.61908500000004,48490,Carrera 42C con Calle 5B,Puente Aranda,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.619085,-74.1082229
-74.1111122,4.61898740000004,48491,Calle 5 con Carrera 43C,Puente Aranda,Autolesionado,Con lesionados,2026/04/29 00:00:00+00,4.6189874,-74.1111122
-74.1448111,4.61895880000003,48492,"Carrera 73 con Calle 35B sur, sentido n→s",Kennedy,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6189588,-74.1448111
-74.182221,4.61887420000005,48493,Carrera 84A con Calle 56A sur,Bosa,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6188742,-74.182221
-74.1564908999999,4.61875760000004,48494,Calle 41 sur con Carrera 78J,Kennedy,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6187576,-74.1564909
-74.1397102,4.61869520000005,48495,"Av Primero de Mayo con Av Boyacá, sentido occ→or",Kennedy,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6186952,-74.1397102
-74.0702783999999,4.61860530000007,48496,Carrera 13A con Calle 31,Santa Fe,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6186053,-74.0702784
-74.1116547999999,4.61822090000004,48497,Carrera 43C con Calle 4F,Puente Aranda,"Caída de objetos en vía (árbol, cables, otros)",Sin lesionados,2026/04/29 00:00:00+00,4.6182209,-74.1116548
-74.0839271,4.61802800000004,48498,Diagonal 61B con Carrera 26,Teusaquillo,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.618028,-74.0839271
-74.0839271,4.61802800000004,48499,Av José Celestino Mutis con Carrera 26,Barrios Unidos,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.618028,-74.0839271
-74.0839271,4.61802800000004,48500,"Av Comuneros con Carrera 26, sentido n→s",Los Mártires,Autolesionado,Con lesionados,2026/04/29 00:00:00+00,4.618028,-74.0839271
-74.0934765,4.61754720000005,48501,"NQS con Carrera 33, sentido s→n",Teusaquillo,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6175472,-74.0934765
-74.1681929,4.61715460000005,48502,"Carrera 79C con Calle 26 sur, sentido n→s",Kennedy,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6171546,-74.1681929
-74.1533075999999,4.61707690000003,48503,Transversal 74F con Calle 40B sur,Kennedy,Atropello,Con lesionados,2026/04/29 00:00:00+00,4.6170769,-74.1533076
-74.0895096,4.61664890000003,48504,"Autopista Sur con Calle 18 sur, sentido n→s",Puente Aranda,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6166489,-74.0895096
-74.161595,4.61556040000005,48505,Calle 42F sur con Av Primero de Mayo,Kennedy,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6155604,-74.161595
-74.1195180999999,4.61555820000007,48506,Carrera 53D con Calle 2A,Puente Aranda,Choque con objeto fijo,Sin lesionados,2026/04/29 00:00:00+00,4.6155582,-74.1195181
-74.1626353,4.61508190000006,48507,Av Ciudad de Villavicencio con Av Primero de Mayo,Kennedy,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6150819,-74.1626353
-74.1202679,4.61470980000007,48508,"Calle 2 con Carrera 53D, sentido occ→or",Puente Aranda,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6147098,-74.1202679
-74.134851,4.61439710000008,48509,"Carrera 69B con Calle 25 sur, sentido s→n",Kennedy,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6143971,-74.134851
-74.1661227,4.61434370000006,48510,Calle 48A sur con Carrera 9L,Rafael Uribe Uribe,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6143437,-74.1661227
-74.0813489,4.61257650000005,48511,NQS con Calle 19,Los Mártires,Choque con objeto fijo,Sin lesionados,2026/04/29 00:00:00+00,4.6125765,-74.0813489
-74.1661342,4.61178700000005,48512,"Calle 49 sur con Carrera 78B, sentido s→n",Kennedy,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.611787,-74.1661342
-74.1661342,4.61178700000005,48513,Av Américas con Carrera 78B,Kennedy,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.611787,-74.1661342
-74.1613272,4.61174850000003,48514,"Av Ciudad de Villavicencio con Carrera 78, sentido or→occ",Kennedy,Autolesionado,Con lesionados,2026/04/29 00:00:00+00,4.6117485,-74.1613272
-74.163629,4.61159290000006,48515,"Av Primero de Mayo con Calle 47 sur, sentido or→occ",Kennedy,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6115929,-74.163629
-74.150153,4.61108480000007,48516,Calle 40C sur con Carrera 72N,Kennedy,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6110848,-74.150153
-74.0750798,4.61103030000004,48517,"Calle 22 con NQS, sentido or→occ",Puente Aranda,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6110303,-74.0750798
-74.1192935999999,4.60941620000006,48518,"Calle 1 bis con Carrera 1B, sentido or→occ",Santa Fe,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6094162,-74.1192936
-74.0878384,4.60939410000003,48519,"Carrera 71F con Calle 12B, sentido n→s",Kennedy,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6093941,-74.0878384
-74.1309825,4.60879520000003,48520,"Transversal 68B con Calle 30 sur, sentido s→n",Kennedy,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6087952,-74.1309825
-74.1958503,4.60873620000007,48521,Carrera 80M con Calle 71F sur,Bosa,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6087362,-74.1958503
-74.0728951,4.60834970000008,48522,"Av Carrera 10 con Calle 21, sentido s→n",Santa Fe,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6083497,-74.0728951
-74.0939063,4.60821090000007,48523,Carrera 28 con Calle 9,Los Mártires,"Caída de objetos en vía (árbol, cables, otros)",Sin lesionados,2026/04/29 00:00:00+00,4.6082109,-74.0939063
-74.1850296,4.60798060000008,48524,Carrera 84 con Calle 65A sur,Bosa,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6079806,-74.1850296
-74.1810856,4.60786270000006,48525,Av Bosa con Carrera 87B,Kennedy,Fallecido hospitalario,Fallecido hospitalario,2026/04/29 00:00:00+00,4.6078627,-74.1810856
-74.1939083999999,4.60733730000004,48526,Calle 71 sur con Carrera 80J,Bosa,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6073373,-74.1939084
-74.073793,4.60686560000005,48527,"Av Calle 19 con Av Carrera 10, sentido or→occ",Santa Fe,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6068656,-74.073793
-74.1585788,4.60653890000003,48528,"Carrera 73 con Calle 44B sur, sentido or→occ",Kennedy,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6065389,-74.1585788
-74.0829368999999,4.60590880000007,48529,"Av Centenario (Calle 13) con Carrera 69, sentido occ→or",Fontibón,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6059088,-74.0829369
-74.079427,4.60577030000007,48530,Carrera 15 con Calle 15,Los Mártires,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6057703,-74.079427
-74.1102093,4.60402880000004,48531,"Carrera 36 con Calle 1C, sentido s→n",Puente Aranda,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6040288,-74.1102093
-74.1060328,4.60361410000007,48532,Calle 1H con Carrera 32B,Puente Aranda,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6036141,-74.1060328
-74.0830328,4.60336520000004,48533,Calle 11 con Carrera 16,Los Mártires,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6033652,-74.0830328
-74.1327979,4.60304500000007,48534,"Av Carrera 68 con Calle 38 sur, sentido s→n",Puente Aranda,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.603045,-74.1327979
-74.1117101,4.60279550000007,48535,"Calle 8 con Carrera 37, sentido or→occ",Puente Aranda,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6027955,-74.1117101
-74.1496913999999,4.60279160000005,48536,Transversal 72I bis con Calle 45 sur,Kennedy,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6027916,-74.1496914
-74.067279,4.60238960000004,48537,Carrera 3 con Calle 19,Santa Fe,Aprisionamiento,Con lesionados,2026/04/29 00:00:00+00,4.6023896,-74.067279
-74.1618746,4.60232070000006,48538,"Autopista Sur con Av Ciudad de Villavicencio, sentido or→occ",Bosa,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6023207,-74.1618746
-74.1093698999999,4.60184600000002,48539,"Carrera 35 con Calle 1A, sentido s→n",Puente Aranda,Choque con objeto fijo,Sin lesionados,2026/04/29 00:00:00+00,4.601846,-74.1093699
-74.1101763,4.60124120000006,48540,"Carrera 35 con Calle 8 sur, sentido s→n",Puente Aranda,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6012412,-74.1101763
-74.1008888,4.60115790000003,48541,"Carrera 29 con Calle 2, sentido n→s",Los Mártires,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6011579,-74.1008888
-74.1001972999999,4.60071240000002,48542,Calle 2 con Carrera 28,Los Mártires,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6007124,-74.1001973
-74.1064828999999,4.60035520000002,48543,Calle 1B con Carrera 31C,Puente Aranda,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.6003552,-74.1064829
-74.1346010999999,4.60035300000004,48544,"Av Carrera 68 con Calle 40A sur, sentido s→n",Kennedy,Atropello,Con lesionados,2026/04/29 00:00:00+00,4.600353,-74.1346011
-74.1946956,4.60005020000006,48545,Calle 71A sur con Carrera 77J,Bosa,Choque simple,Sin lesionados,2026/04/29 00:00:00+00,4.6000502,-74.1946956
-74.1943656,4.59926790000003,48546,"Calle 71 bis sur con Carrera 77I, sentido n→s",Bosa,Choque con lesionado,Con lesionados,2026/04/29 00:00:00+00,4.5992679,-74.1943656
